Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,IAS Reference Number,Client Reference Number,Mellon Security ID,Xref Security ID,Security Description 1,Security Description 2,Country Code,Country Name,Shares/Par,FX Receivables,Transaction Category,Transaction Code,Transaction Description 1,Transaction Description 2,Broker Name,Broker Code,Asset-Type/Sub-Category,Subcategory Code,Firm Code,Trade Date,Reported Date,Posted Date,Effective Date,Actual Settle Date,Contract Settle Date,Selection Date,Local Currency Name,Local Currency Code,Local Domestic Tax Reclaim Amount,Local Domestic Tax Expense Amount,Local DTR Amount,Local Txn Amount,Local Cost,Local Gain/Loss,Investment Gain/Loss Local,Investment Gain/Loss Local - Short,Investment Gain/Loss Local - Long,Local Price,Acct Base Currency Name,Acct Base Currency Code,Status,Base Domestic Tax Reclaim Amount,Base Domestic Tax Expense Amount,Base DTR Amount,Base Txn Amount,Base Cost,Base Gain/Loss,Investment Gain/Loss Base,Investment Gain/Loss Base - Short,Investment Gain/Loss Base - Long,Currency Gain/Loss Base,Currency Gain/Loss Base - Short,Currency Gain/Loss Base - Long,GL Account,GL Description,Base Price,Base Exchange Rate,Base Commission,Base Fees,Local Commission,Local Fees,Begin Date,End Date,Report Run Date,Client ID,Long/Short,Custom Unit Status,Value Factor,Tax Code,Tax Code Description,Link Ref,Issuer ID,Counterparty Name,CINS,CUSIP,Ticker,ISIN,SEDOL,Valoren,Sicovam,WPK,Quick,Client Instrument ID,IAS Record Locator,Acctg Status Update (EST),Primary GSP Account,Extended GSP Account Number,Contract Rate
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50514702,SEQUOIA US VC XVI,20201228S000020,NRF201222004,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2464338400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"510,000.00","510,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"510,000.00","510,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,246433,246433,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50171602,SEQ CHINA VC VIII,20201228S000020,NRF201219000,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 1314588400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"800,000.00","800,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"800,000.00","800,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,131458,131458,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50151302,SEQUOIA US GR VIII,20201228S000020,NRF201219000,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2464318400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"500,674.00","500,674.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"500,674.00","500,674.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,246431,246431,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50151402,SEQUOIA US GR IX,20201228S000020,NRF2012230D3,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 4892288400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"1,365,000.00","1,365,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"1,365,000.00","1,365,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,489228,489228,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50526002,ANDREESSEN V-Q,20201228S000020,NRF2012140D4,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 9811768400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"66,666.66","66,666.66",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"66,666.66","66,666.66",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,981176,981176,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50171402,SEQ CHINA GR V,20201228S000020,NRF201219000,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2342198400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"644,598.00","644,598.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"644,598.00","644,598.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,234219,234219,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50142302,TA XII LP,20201228S000010,GSF201228454,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8382048400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"-330,000.00","-330,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-330,000.00","-330,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000010S,1/29/2021 23:37,838204,838204,0
KSBG66050000,TOTAL ILLIQUID REAL,KSBF60510602,LIME ROCK VIII,20201228S000020,NRF2012160F3,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 6526128400,,,,CASH TRANSFERRED IN,#085,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"80,044.00","80,044.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"80,044.00","80,044.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000020S,1/29/2021 23:37,652612,652612,0
KSBG66050000,TOTAL ILLIQUID REAL,KSBF60520202,ORION MINE II,20201228S000050,GSF201228454,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :9665828400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,,12/28/2020,U.S. DOLLAR,USD,0,0,0,"-1,148,233.37","-1,148,233.37",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-1,148,233.37","-1,148,233.37",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20363000050S,1/29/2021 23:37,966582,966582,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000030,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8380978400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"67,141.81","67,141.81",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"67,141.81","67,141.81",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000030S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000040,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8383118400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"1,200,928.00","1,200,928.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"1,200,928.00","1,200,928.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000040S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000050,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8383128400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"358,974.00","358,974.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"358,974.00","358,974.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000050S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000080,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8385648400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"678,580.85","678,580.85",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"678,580.85","678,580.85",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000080S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000110,GSF201229473,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8381988400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"2,357.00","2,357.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"2,357.00","2,357.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000110S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000120,GSF201229473,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8385188400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"329,336.90","329,336.90",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"329,336.90","329,336.90",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000120S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000130,GSF201229474,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8380518400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"5,138,012.51","5,138,012.51",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"5,138,012.51","5,138,012.51",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000130S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000010,NRF2012140D4,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 2464438400,,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-60,000.00","-60,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-60,000.00","-60,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000010S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000020,NRF2012140D5,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 8385728400,,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-98,428.99","-98,428.99",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-98,428.99","-98,428.99",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000020S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201229S000060,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8380848400 10 MMD    TO,:1407318400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-70,000,000.00","-70,000,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-70,000,000.00","-70,000,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000060S,1/29/2021 23:37,838084,838084,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50176402,GGV VII PLUS,20201229S000020,NRF2012140D4,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2464438400,,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"60,000.00","60,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"60,000.00","60,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000020S,1/29/2021 23:37,246443,246443,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50164002,SHORELINE CHINA III,20201229S000010,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8383118400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-1,200,928.00","-1,200,928.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-1,200,928.00","-1,200,928.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000010S,1/29/2021 23:37,838311,838311,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50142102,"TA X, L.P.",20201229S000010,GSF201229473,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8381988400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-2,357.00","-2,357.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-2,357.00","-2,357.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000010S,1/29/2021 23:37,838198,838198,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50164102,SHORE III CO INVEST,20201229S000030,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8383128400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-358,974.00","-358,974.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-358,974.00","-358,974.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000030S,1/29/2021 23:37,838312,838312,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF15011002,PE STOCK DISTR,20201229S000160,GSF201229474,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8380518400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-5,138,012.51","-5,138,012.51",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-5,138,012.51","-5,138,012.51",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000160S,1/29/2021 23:37,838051,838051,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50105202,BRIDGEPOINT EUROPE V,20201231A000050,,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8380978400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/31/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-67,141.81","-67,141.81",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-67,141.81","-67,141.81",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20366000050A,1/29/2021 23:37,838098,838098,0
KSBG66050000,TOTAL ILLIQUID REAL,KSBF60522002,ALTERNA CCA FUND II,20201229S000050,GSF201229473,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8385188400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"-329,336.90","-329,336.90",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-329,336.90","-329,336.90",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000050S,1/29/2021 23:37,838518,838518,0
KSBG70000000,TOTAL ABS RETURN,KSBF70095002,MELVIN CAP OFFSH,20201229S000010,GSF201229472,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8380848400 10 MMD    TO,:1407318400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"70,000,000.00","70,000,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"70,000,000.00","70,000,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000010S,1/29/2021 23:37,140731,140731,0
KSBG70000000,TOTAL ABS RETURN,KSBF70060002,TCI REP FUND I,20201229S000020,NRF2012140D5,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 8385728400,,,,CASH TRANSFERRED IN,#085,A1,12/29/2020,12/29/2020,12/29/2020,12/29/2020,12/29/2020,,12/29/2020,U.S. DOLLAR,USD,0,0,0,"98,428.99","98,428.99",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"98,428.99","98,428.99",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20364000020S,1/29/2021 23:37,838572,838572,0
