Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,Begin Date,As Of Date,Total Market Value,End Date,End NAV,ROR
KSBG66000000,Total Mktble Real Assets,KSBG66000000,Total Mktble Real Assets,2020-10-31,2020-12-31,239064.78,2021-01-31,239064.78,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60500202,Arclight Energy IV,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60502102,Denham Commodity V,2020-10-31,2020-12-31,869612.0,2021-01-31,869612.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60502202,Denham Commodity VI,2020-10-31,2020-12-31,10069423.87,2021-01-31,10069423.87,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60503002,Encap Energy VI,2020-10-31,2020-12-31,69450.63,2021-01-31,69450.63,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60503102,Encap Energy VII,2020-10-31,2020-12-31,214170.15,2021-01-31,214170.15,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60503202,Encap Energy VIII,2020-10-31,2020-12-31,2910646.61,2021-01-31,2910646.61,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60503302,Encap Energy IX,2020-10-31,2020-12-31,4647935.85,2021-01-31,4535875.14,-0.02410977982839414
KSBG66050000,Total Energy & Other Illiquid,KSBF60503402,Encap Energy X,2020-10-31,2020-12-31,15936013.37,2021-01-31,15771018.78,-0.010353567493273248
KSBG66050000,Total Energy & Other Illiquid,KSBF60503502,Encap Energy XI,2020-10-31,2020-12-31,5054200.13,2021-01-31,5054200.13,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60504102,Energy Spectrum VI,2020-10-31,2020-12-31,3315717.0,2021-01-31,3315717.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60504202,Energy Spectrum VII,2020-10-31,2020-12-31,12253129.3,2021-01-31,12253129.3,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60504302,Energy Spectrum VIII,2020-10-31,2020-12-31,3917798.37,2021-01-31,4692699.17,0.1977898622689967
KSBG66050000,Total Energy & Other Illiquid,KSBF60505002,Enervest Energy XI,2020-10-31,2020-12-31,29873.65,2021-01-31,29873.65,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60505102,Enervest Energy XII,2020-10-31,2020-12-31,90741.0,2021-01-31,90741.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60505202,Enervest Energy XIII,2020-10-31,2020-12-31,1.0,2021-01-31,1.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60505302,Enervest Energy Inst. XIV-C,2020-10-31,2020-12-31,7514146.0,2021-01-31,7539778.0,0.003411166085939773
KSBG66050000,Total Energy & Other Illiquid,KSBF60506002,First Reserve X,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60506102,First Reserve XI,2020-10-31,2020-12-31,5314.0,2021-01-31,5314.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60506202,First Reserve XII,2020-10-31,2020-12-31,1400278.0,2021-01-31,1400278.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60506302,First Reserve XIII,2020-10-31,2020-12-31,9142720.0,2021-01-31,9172329.0,0.0032385329529942947
KSBG66050000,Total Energy & Other Illiquid,KSBF60507002,Greenfield Acquisition V,2020-10-31,2020-12-31,77431.0,2021-01-31,77431.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60507102,Greenfield Acquisition VI,2020-10-31,2020-12-31,115919.0,2021-01-31,115919.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60507202,Greenfield Acquisition VII,2020-10-31,2020-12-31,8794696.0,2021-01-31,8794696.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60508002,Haddington Energy Partners III,2020-10-31,2020-12-31,8995194.0,2021-01-31,8995194.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60508102,Haddington Energy Partners IV,2020-10-31,2020-12-31,10070786.0,2021-01-31,10168521.0,0.009704803577397038
KSBG66050000,Total Energy & Other Illiquid,KSBF60509002,Kayne Anderson En IV,2020-10-31,2020-12-31,214804.0,2021-01-31,214804.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60509102,Kayne Anderson En V,2020-10-31,2020-12-31,816975.0,2021-01-31,816975.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60509202,Kayne Anderson Energy Fund VII,2020-10-31,2020-12-31,4363821.0,2021-01-31,4363821.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510102,Lime Rock IV Acquisition,2020-10-31,2020-12-31,8898239.0,2021-01-31,8898239.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510202,Lime Rock Partners V,2020-10-31,2020-12-31,1620066.0,2021-01-31,1620066.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510302,Lime Rock Resources II-C,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510402,Lime Rock Partners VI,2020-10-31,2020-12-31,1814610.0,2021-01-31,1814610.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510502,Lime Rock Partners VII,2020-10-31,2020-12-31,11742379.0,2021-01-31,11742379.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60510602,Lime Rock VIII,2020-10-31,2020-12-31,9931264.0,2021-01-31,9931264.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60511002,Merit Energy E-1,2020-10-31,2020-12-31,73843.0,2021-01-31,73843.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60511102,Merit Energy F-1,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60511202,Merit Energy G,2020-10-31,2020-12-31,7025422.0,2021-01-31,7025422.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60511302,Merit Energy Partners I,2020-10-31,2020-12-31,14424678.0,2021-01-31,14424678.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60511402,Merit Energy Partners J,2020-10-31,2020-12-31,13104655.0,2021-01-31,13339750.0,0.017939808411591148
KSBG66050000,Total Energy & Other Illiquid,KSBF60512102,Natural Gas Partners IX,2020-10-31,2020-12-31,176101.0,2021-01-31,176101.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60512202,Natural Gas Partners X,2020-10-31,2020-12-31,1493392.0,2021-01-31,1493392.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60512302,Natural Gas Partners XI,2020-10-31,2020-12-31,12759736.0,2021-01-31,12759736.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60513002,NGP Midstream & Res,2020-10-31,2020-12-31,472863.0,2021-01-31,472863.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60513102,Energy Minerals Group Fund II,2020-10-31,2020-12-31,17898488.0,2021-01-31,17898488.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60513202,EMG Fund III,2020-10-31,2020-12-31,11883737.0,2021-01-31,11883737.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60513302,The Energy & Minerals Group IV,2020-10-31,2020-12-31,23071541.0,2021-01-31,23071541.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60514102,Quantum Energy IV,2020-10-31,2020-12-31,683506.0,2021-01-31,683506.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60514202,Quantum Energy V,2020-10-31,2020-12-31,2829936.58,2021-01-31,2829936.58,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60514402,Quantum Energy VI,2020-10-31,2020-12-31,16027489.49,2021-01-31,16027489.49,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60514502,Quantum Parallel Prtns. VI-C,2020-10-31,2020-12-31,5353895.34,2021-01-31,5353895.34,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60514602,Quantum Energy VII,2020-10-31,2020-12-31,9521842.94,2021-01-31,9370424.12,-0.01590225977829459
KSBG66050000,Total Energy & Other Illiquid,KSBF60515002,Resource Capital IV,2020-10-31,2020-12-31,1072147.0,2021-01-31,1072147.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60515102,Resource Capital V,2020-10-31,2020-12-31,486104.0,2021-01-31,486104.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60515202,Resource Capital VI,2020-10-31,2020-12-31,10265329.0,2021-01-31,10265329.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60515302,RCF V Annex Fund L.P.,2020-10-31,2020-12-31,631569.0,2021-01-31,631569.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60515402,Resource Capital VII,2020-10-31,2020-12-31,7123385.0,2021-01-31,7123385.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60517002,Sentient Global III,2020-10-31,2020-12-31,2039975.0,2021-01-31,2039975.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60517102,Sentient Global IV,2020-10-31,2020-12-31,3199046.0,2021-01-31,3199046.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60518002,JOG LP NO V,2020-10-31,2020-12-31,1090487.68,2021-01-31,1090487.68,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60518102,JOG Limited Partnership No. VI,2020-10-31,2020-12-31,2693306.32,2021-01-31,2693306.32,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60520002,Orion Mine Finance Fund I,2020-10-31,2020-12-31,3808459.51,2021-01-31,3808459.51,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60520102,Orion Mine Fund I-A,2020-10-31,2020-12-31,10652406.21,2021-01-31,10652406.21,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60520202,Orion Mine Finance Fund II LP,2020-10-31,2020-12-31,22224206.49,2021-01-31,22509920.779999997,0.012855995111841635
KSBG66050000,Total Energy & Other Illiquid,KSBF60520302,Orion Mine III,2020-10-31,2020-12-31,13622210.08,2021-01-31,13697210.08,0.005505714532336738
KSBG66050000,Total Energy & Other Illiquid,KSBF60521002,LBA Realty Fund V,2020-10-31,2020-12-31,15008680.44,2021-01-31,6793474.249999999,-0.5473636555086785
KSBG66050000,Total Energy & Other Illiquid,KSBF60522002,Alterna CCA Fund II,2020-10-31,2020-12-31,11309951.87,2021-01-31,11309951.87,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60523002,Campus-Clarion SHP,2020-10-31,2020-12-31,10142069.75,2021-01-31,10142069.75,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60524002,Agriculture Capital Management,2020-10-31,2020-12-31,25582085.0,2021-01-31,25582085.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60524102,"ACM Fund II, LLC",2020-10-31,2020-12-31,13865551.32,2021-01-31,13865551.32,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60525002,Wastewater Opportunities Fund,2020-10-31,2020-12-31,15503158.0,2021-01-31,15503158.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60525102,WOF II,2020-10-31,2020-12-31,515277.53,2021-01-31,515277.53,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60526002,DRA Growth and Income Fund IX,2020-10-31,2020-12-31,12820923.0,2021-01-31,12820923.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60526102,DRA X,2020-10-31,2020-12-31,3352639.0,2021-01-31,3352639.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60527002,Pep Priv Energy Opp,2020-10-31,2020-12-31,8711824.0,2021-01-31,8711824.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60528002,Energy Trust V,2020-10-31,2020-12-31,13422981.47,2021-01-31,13522981.47,0.007449909710707512
KSBG66050000,Total Energy & Other Illiquid,KSBF60529002,VGO II,2020-10-31,2020-12-31,15327225.7,2021-01-31,15327225.7,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60530002,Blacksand Capital II,2020-10-31,2020-12-31,979397.65,2021-01-31,979397.65,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBF60531002,Bayswater Fund IV,2020-10-31,2020-12-31,7358038.0,2021-01-31,7358038.0,0.0
KSBG66050000,Total Energy & Other Illiquid,KSBG66050000,Total Energy & Other Illiquid,2020-10-31,2020-12-31,514506915.3,2021-01-31,514506915.3,0.0
KSBG660NOT00,Total Mktble Real Assets Not,KSBF60014002,Touradji PE Offshore,2020-10-31,2020-12-31,236547.0,2021-01-31,236547.0,0.0
KSBG660NOT00,Total Mktble Real Assets Not,KSBF60023002,Chickasaw MLP,2020-10-31,2020-12-31,2517.78,2021-01-31,2517.78,0.0
KSBG660NOT00,Total Mktble Real Assets Not,KSBG660NOT00,Total Mktble Real Assets Not,2020-10-31,2020-12-31,239064.78,2021-01-31,239064.78,0.0
KSBG70000000,Total Absolute Return,KSBF60012102,Bridgewater Pure Alpha II,2020-10-31,2020-12-31,127192546.9,2021-01-31,127201831.9559237,7.300000000000261e-05
KSBG70000000,Total Absolute Return,KSBF70011002,Baupost,2020-10-31,2020-12-31,122510251.5,2021-01-31,122304776.08108169,-0.0016772099999999722
KSBG70000000,Total Absolute Return,KSBF70013002,Bain Capital Public Equity,2020-10-31,2020-12-31,86985.0,2021-01-31,88239.58465500001,0.014423000000000153
KSBG70000000,Total Absolute Return,KSBF70016002,Farallon,2020-10-31,2020-12-31,135487447.9,2021-01-31,135083464.9765966,-0.0029816999999998676
KSBG70000000,Total Absolute Return,KSBF70020002,Highfields,2020-10-31,2020-12-31,1386889.0,2021-01-31,1378420.3783882,-0.006106200000000032
KSBG70000000,Total Absolute Return,KSBF70021002,Indus Asia Pacific,2020-10-31,2020-12-31,24898.42,2021-01-31,25319.780941343997,0.01692319999999996
KSBG70000000,Total Absolute Return,KSBF70022002,Oz,2020-10-31,2020-12-31,11378.74,2021-01-31,1611.0127903949033,-0.8584190525141708
KSBG70000000,Total Absolute Return,KSBF70028002,King Street Capital,2020-10-31,2020-12-31,2131383.83,2021-01-31,2111629.281732558,-0.009268414252463511
KSBG70000000,Total Absolute Return,KSBF70029002,Centerbridge Credit,2020-10-31,2020-12-31,22945256.37,2021-01-31,10406789.34286958,-0.5464513808407023
KSBG70000000,Total Absolute Return,KSBF70032002,Steadfast,2020-10-31,2020-12-31,136133115.1,2021-01-31,135578944.4150509,-0.004070800000000147
KSBG70000000,Total Absolute Return,KSBF70035002,Aleutian Fund,2020-10-31,2020-10-31,0.0,2020-11-30,0.0,
KSBG70000000,Total Absolute Return,KSBF70039002,Bridgewater Pure,2020-10-31,2020-12-31,54265810.87,2021-01-31,54269772.27419351,7.300000000005704e-05
KSBG70000000,Total Absolute Return,KSBF70040002,ADM Capital Galleus II,2020-10-31,2020-12-31,716749.6,2021-01-31,716749.6,0.0
KSBG70000000,Total Absolute Return,KSBF70043002,Senator,2020-10-31,2020-12-31,972228.44,2021-01-31,966291.818699672,-0.006106199999999939
KSBG70000000,Total Absolute Return,KSBF70045002,DoubleLine Flexible Income,2020-10-31,2020-12-31,167869907.0,2021-01-31,166666279.76681,-0.00717
KSBG70000000,Total Absolute Return,KSBF70047002,Pacific Alliance GP Asia Ln Fd,2020-10-31,2020-12-31,176023.27,2021-01-31,177703.94018195997,0.009547999999999909
KSBG70000000,Total Absolute Return,KSBF70047102,PAG Asia Loan II Fund,2020-10-31,2020-12-31,12936.06,2021-01-31,13059.573500879998,0.009547999999999916
KSBG70000000,Total Absolute Return,KSBF70050002,Capstone Global,2020-10-31,2020-12-31,87103486.0,2021-01-31,87109844.554478,7.300000000005252e-05
KSBG70000000,Total Absolute Return,KSBF70052002,Audax Loan Fund,2020-10-31,2020-12-31,35387.34,2021-01-31,35725.21832231999,0.009547999999999815
KSBG70000000,Total Absolute Return,KSBF70053002,CapitalSpring Lending Partners,2020-10-31,2020-12-31,1979668.14,2021-01-31,1998570.0114007196,0.009547999999999869
KSBG70000000,Total Absolute Return,KSBF70053102,CSKS,2020-10-31,2020-12-31,30564569.83,2021-01-31,30474092.590389233,-0.002960199999999972
KSBG70000000,Total Absolute Return,KSBF70054002,ILS P&C,2020-10-31,2020-12-31,8982830.0,2021-01-31,9068598.06084,0.00954799999999994
KSBG70000000,Total Absolute Return,KSBF70054102,ILS Property&Casualty Fund II,2020-10-31,2020-12-31,5768631.0,2021-01-31,5823709.888788,0.009547999999999956
KSBG70000000,Total Absolute Return,KSBF70055002,Crescent,2020-10-31,2020-12-31,98822557.21,2021-01-31,99766114.98624106,0.00954799999999984
KSBG70000000,Total Absolute Return,KSBF70056002,MTP Energy Ops,2020-10-31,2020-12-31,0.01,2021-01-31,0.01,0.0
KSBG70000000,Total Absolute Return,KSBF70057002,Camber,2020-10-31,2020-12-31,101771084.4,2021-01-31,102561596.38663124,0.0077675500000000935
KSBG70000000,Total Absolute Return,KSBF70058002,Kayne Anderson Loan,2020-10-31,2020-12-31,60644197.0,2021-01-31,60644197.0,0.0
KSBG70000000,Total Absolute Return,KSBF70060002,TCI REP Fund I,2020-10-31,2020-12-31,14287806.19,2021-01-31,14167777.842745407,-0.008400754157667709
KSBG70000000,Total Absolute Return,KSBF70061002,Field Street,2020-10-31,2020-12-31,661810.36,2021-01-31,661858.67215628,7.300000000005593e-05
KSBG70000000,Total Absolute Return,KSBF70062002,Clareant Loan Fund,2020-10-31,2020-12-31,18963723.58,2021-01-31,19144789.212741837,0.009547999999999932
KSBG70000000,Total Absolute Return,KSBF70066002,Myriad,2020-10-31,2020-12-31,12405551.19,2021-01-31,12615492.813898606,0.0169231999999999
KSBG70000000,Total Absolute Return,KSBF70067002,CQS Directional Opportunities,2020-10-31,2020-12-31,54851721.14,2021-01-31,-0.009999997913837433,-1.0000000001823097
KSBG70000000,Total Absolute Return,KSBF70068002,WAMCO Macro Opp Fund,2020-10-31,2020-12-31,133072563.4,2021-01-31,132429689.8462146,-0.004830999999999989
KSBG70000000,Total Absolute Return,KSBF70070002,Pine River Special Opp.,2020-10-31,2020-12-31,6270640.99,2021-01-31,6330513.070172519,0.009547999999999873
KSBG70000000,Total Absolute Return,KSBF70071002,DoubleLine CMBS/CRE Fund,2020-10-31,2020-12-31,11938157.39,2021-01-31,11938157.39,0.0
KSBG70000000,Total Absolute Return,KSBF70075002,RA Capital Healthcare Fund,2020-10-31,2020-12-31,2104598.88,2021-01-31,2239933.0063795196,0.06430399999999986
KSBG70000000,Total Absolute Return,KSBF70078002,Dorsal Capital Partners,2020-10-31,2020-12-31,70887566.75,2021-01-31,71010256.11502823,0.001730760000000033
KSBG70000000,Total Absolute Return,KSBF70079002,MTP Energy Opportunities Fd II,2020-10-31,2020-12-31,42814329.42,2021-01-31,42750921.39812899,-0.0014809999999998932
KSBG70000000,Total Absolute Return,KSBF70080002,VGO Special Situations Fund I,2020-10-31,2020-12-31,30381339.3,2021-01-31,30671420.3276364,0.009547999999999921
KSBG70000000,Total Absolute Return,KSBF70081002,Altimeter Offshore,2020-10-31,2020-12-31,150067165.4,2021-01-31,147920411.07947505,-0.014305289999999965
KSBG70000000,Total Absolute Return,KSBF70082002,KSOH Fund,2020-10-31,2020-12-31,51762708.94,2021-01-31,52256939.284959115,0.009547999999999952
KSBG70000000,Total Absolute Return,KSBF70083002,Riva Capital Part V,2020-10-31,2020-12-31,30425318.0,2021-01-31,28816558.789934598,-0.05287567446510837
KSBG70000000,Total Absolute Return,KSBF70083102,Abrams Cap Part II,2020-10-31,2020-12-31,74749707.53,2021-01-31,74467093.83577058,-0.0037808
KSBG70000000,Total Absolute Return,KSBF70084002,Soma Partners,2020-10-31,2020-12-31,105358099.0,2021-01-31,106345825.91022004,0.009374949999999924
KSBG70000000,Total Absolute Return,KSBF70085002,Perceptive Life Sci,2020-10-31,2020-12-31,140205922.2,2021-01-31,148320143.6590339,0.05787359999999991
KSBG70000000,Total Absolute Return,KSBF70086002,Alphadyne,2020-10-31,2020-12-31,108834424.0,2021-01-31,108842368.912952,7.300000000005387e-05
KSBG70000000,Total Absolute Return,KSBF70087002,Segantii,2020-10-31,2020-12-31,102369747.0,2021-01-31,102377219.991531,7.299999999999551e-05
KSBG70000000,Total Absolute Return,KSBF70088002,Iron Park Win,2020-10-31,2020-12-31,50245275.4,2021-01-31,50245275.4,0.0
KSBG70000000,Total Absolute Return,KSBF70089002,Rief Strategic Part,2020-10-31,2020-12-31,47307276.21,2021-01-31,47166220.10452464,-0.002981700000000035
KSBG70000000,Total Absolute Return,KSBF70090002,Candlestick,2020-10-31,2020-12-31,100294141.3,2021-01-31,99912084.80989744,-0.0038093599999999136
KSBG70000000,Total Absolute Return,KSBF70091002,Trivest Advisors,2020-10-31,2020-12-31,59466462.81,2021-01-31,61656107.17035842,0.036821500000000035
KSBG70000000,Total Absolute Return,KSBF70092002,Citadel Kensington,2020-10-31,2020-12-31,50000000.0,2021-01-31,100004003.22580644,1.000080064516129
KSBG70000000,Total Absolute Return,KSBF70094002,Alua,2020-10-31,2020-12-31,55837784.92,2021-01-31,55689435.09302455,-0.002656799999999891
KSBG70000000,Total Absolute Return,KSBF70095002,Melvin Cap Offsh,2020-10-31,2020-12-31,70000000.0,2021-01-31,70373254.7,0.005332210000000043
KSBG70000000,Total Absolute Return,KSBF70097002,Laurion Capital,2020-10-31,2020-12-31,75000000.0,2021-01-31,74925457.5,-0.0009939
KSBG70000000,Total Absolute Return,KSBG70000000,Total Absolute Return,2020-10-31,2020-12-31,2838160060.0,2021-01-31,2838160060.0,0.0
